"CUSTOMERID","GENDER","SENIORCITIZEN","PARTNER","DEPENDENTS","TENURE","PHONESERVICE","MULTIPLELINES","INTERNETSERVICE","ONLINESECURITY","ONLINEBACKUP","DEVICEPROTECTION","TECHSUPPORT","STREAMINGTV","STREAMINGMOVIES","CONTRACT","PAPERLESSBILLING","PAYMENTMETHOD","MONTHLYCHARGES","TOTALCHARGES"
"7432-FFVAR","Female",0,"Yes","Yes",46,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",90.95,4236.6
"7739-LAXOG","Female",0,"Yes","Yes",32,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",91.05,2954.5
"8714-EUHJO","Female",0,"Yes","Yes",31,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",91.15,2995.45
"9576-SYUHJ","Male",0,"No","No",37,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",91.15,3369.25
"7402-PWYJJ","Female",0,"Yes","No",53,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","One year","Yes","Electronic check",91.15,4862.5
"7579-KKLOE","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",91.25,6589.6
"8849-AYPTR","Male",0,"Yes","No",33,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",91.25,2964.05
"7401-JIXNM","Female",0,"Yes","Yes",54,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",91.3,4965
"9904-EHEVJ","Female",1,"Yes","Yes",32,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",91.35,2896.55
"9297-EONCV","Female",0,"No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",91.35,6697.2
"9546-CQJSU","Female",0,"No","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",91.4,193.6
"8414-MYSHR","Male",1,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.4,449.75
"9402-ORRAH","Female",1,"No","No",15,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.5,1400.3
"7975-JMZNT","Male",0,"Yes","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",91.7,6075.9
"9940-HPQPG","Female",0,"Yes","No",9,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",91.75,865.8
"9614-RMGHA","Male",0,"Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",91.85,5940.85
"9644-KVCNC","Female",0,"No","No",66,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",92.15,6056.9
"8417-GSODA","Male",0,"Yes","Yes",28,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",92.2,2568.15
"9480-BQJEI","Male",0,"No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Bank transfer (automatic)",92.3,5731.45
"9589-ABEPT","Male",0,"Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","Yes","Mailed check",92.45,6460.55
"8580-QVLOC","Female",1,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",92.45,6440.25
"7668-XCFYV","Female",1,"Yes","No",17,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.55,1614.7
"8670-MEFCP","Female",0,"Yes","Yes",36,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",92.9,3379.25
"7483-IQWIB","Male",0,"Yes","Yes",37,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",92.95,3415.25
"7322-OCWHC","Male",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",93.05,6735.05
"8268-YDIXR","Male",0,"Yes","No",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",93.15,5253.95
"7159-NOKYQ","Male",0,"Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Two year","Yes","Electronic check",93.15,6368.2
"8290-YWKHZ","Female",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.2,2931
"7562-GSUHK","Female",0,"No","No",16,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",93.2,1573.7
"8197-BFWVU","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",93.25,6688.95
"7710-JSYOA","Female",0,"Yes","Yes",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",93.3,6398.05
"7422-WNBTY","Male",0,"Yes","No",33,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",93.35,3092
"9777-IQHWP","Male",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",93.4,5822.3
"9497-QCMMS","Male",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.55,93.55
"9189-JWSHV","Female",1,"Yes","No",24,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.55,2264.05
"8166-ORCHU","Male",1,"Yes","No",33,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","Yes","Electronic check",93.55,3055.5
"9025-AOMKI","Female",0,"No","No",6,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.55,536.4
"7402-EYFXX","Male",1,"No","No",26,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.6,2404.1
"8178-EYZUO","Male",0,"No","No",46,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",93.7,4154.8
"8914-RBTSB","Male",0,"Yes","No",31,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Electronic check",93.8,3019.5
"7852-LECYP","Male",1,"Yes","No",13,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",93.8,1261
"8749-JMNKX","Male",1,"Yes","No",51,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",93.8,4750.95
"8149-RSOUN","Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.85,93.85
"7024-OHCCK","Female",1,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.85,170.85
"9912-GVSEQ","Female",1,"Yes","No",26,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",93.85,2381.55
"7268-IGMFD","Male",1,"No","No",18,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",93.9,1743.9
"9979-RGMZT","Female",0,"No","No",7,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",94.05,633.45
"8087-LGYHQ","Male",0,"No","No",9,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.05,811.65
"9600-UDOPK","Male",0,"Yes","No",30,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.05,2866.45
"8161-QYMTT","Male",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.1,701.3
"9360-OMDZZ","Male",0,"No","No",24,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.1,2322.85
"7218-HKQFK","Male",0,"Yes","No",2,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,167.5
"9093-FPDLG","Female",0,"No","No",11,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",94.2,999.9
"8708-XPXHZ","Female",0,"Yes","Yes",42,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,4186.3
"7789-CRUVC","Female",1,"Yes","No",61,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",94.2,5895.45
"8063-RJYNF","Male",0,"No","No",16,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.25,1483.25
"8621-MNIHH","Female",1,"Yes","No",34,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",94.25,3217.55
"9919-KNPOO","Female",0,"Yes","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.3,1948.35
"8597-CWYHH","Male",0,"No","No",43,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Mailed check",94.35,3921.3
"9223-UCPVT","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",94.4,94.4
"9658-WYUFB","Female",0,"No","No",17,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.4,1617.5
"9574-RKJIF","Male",0,"Yes","Yes",30,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.4,2838.7
"9058-HRZSV","Female",1,"Yes","No",65,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","No","Electronic check",94.4,6126.15
"9763-PDTKK","Female",0,"No","No",4,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.4,387.2
"8294-UIMBA","Female",0,"No","No",30,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",94.4,2638.1
"9253-QXKBE","Male",1,"Yes","No",29,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.45,2653.65
"7271-AJDTL","Female",0,"Yes","No",55,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",94.45,5073.1
"9699-UBQFS","Female",1,"Yes","No",43,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.5,4156.8
"9898-KZQDZ","Female",1,"Yes","Yes",40,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.55,3640.45
"9058-MJLZC","Female",0,"No","No",24,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.6,2283.15
"7943-RQCHR","Female",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.75,889.9
"8017-LXHFA","Female",1,"No","No",23,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.75,2293.6
"8947-YRTDV","Male",0,"Yes","Yes",32,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Mailed check",94.8,3131.55
"7225-CBZPL","Male",1,"Yes","No",17,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.8,1563.9
"8945-MUQUF","Male",0,"No","No",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","Yes","Electronic check",94.8,4837.6
"7982-VCELR","Female",0,"No","No",36,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.8,3565.65
"8174-TBVCF","Female",0,"Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",94.8,6859.05
"9714-EDSUC","Male",0,"No","No",4,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",94.9,360.55
"7398-SKNQZ","Female",0,"Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",94.9,273.2
"7209-JCUDS","Male",0,"No","No",10,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.9,1048.85
"8465-SBRXP","Male",0,"Yes","Yes",38,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",94.9,3616.25
"9944-HKVVB","Female",0,"No","No",3,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.1,307.4
"7765-LWVVH","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Two year","Yes","Electronic check",95.1,6843.15
"9512-UIBFX","Male",0,"Yes","Yes",18,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",95.15,1779.95
"7851-WZEKY","Female",0,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.15,196.9
"9061-TIHDA","Male",1,"Yes","No",13,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.25,1233.65
"7547-EKNFS","Male",0,"Yes","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",95.25,3959.35
"9793-WECQC","Male",0,"No","No",23,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Mailed check",95.3,2192.9
"9494-BDNNC","Male",0,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","No","Electronic check",95.3,6273.4
"8421-WZOOW","Female",1,"Yes","Yes",57,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",95.3,5567.45
"9921-EZKBY","Male",0,"No","Yes",33,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.3,3275.15
"8357-EQXFO","Female",0,"No","No",7,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.35,660.9
"8755-IWJHN","Male",1,"Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.35,6382
"9279-CJEOJ","Female",1,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.4,2025.1
"8098-LLAZX","Female",1,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.45,396.1
"9776-OJUZI","Female",1,"No","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",95.45,6223.3
"9412-ARGBX","Female",0,"No","Yes",48,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Mailed check",95.5,4627.85
"7188-CBBBA","Female",0,"No","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Electronic check",95.5,6153.85
"7375-WMVMT","Male",1,"Yes","No",71,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",95.5,6707.15
"8610-WFCJF","Female",0,"Yes","Yes",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.6,4783.5
"8413-VONUO","Male",0,"No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",95.65,167.3
"7629-WFGLW","Female",1,"Yes","No",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","No","Electronic check",95.65,5471.75
"8910-ICHIU","Female",0,"No","No",46,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",95.65,4664.2
"8905-IAZPF","Female",0,"Yes","No",69,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",95.65,6744.2
"8272-ONJLV","Male",0,"No","No",12,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",95.7,1184
"7480-QNVZJ","Male",1,"No","No",50,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.7,4816.7
"7011-CVEUC","Male",0,"Yes","No",25,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.7,2338.35
"9128-CPXKI","Female",0,"No","No",59,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","No","Electronic check",95.8,5655.45
"9909-DFRJA","Female",0,"No","No",26,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",95.85,2475.35
"8393-DLHGA","Male",0,"No","Yes",25,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.9,2448.75
"9190-MFJLN","Male",1,"No","No",19,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.9,1777.9
"7426-RHZGU","Male",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.9,827.45
"8639-NHQEI","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Two year","Yes","Bank transfer (automatic)",95.9,6954.15
"9391-LMANN","Male",0,"No","Yes",53,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Electronic check",95.95,5036.9
"9495-SKLKD","Male",0,"Yes","Yes",45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.95,4456.65
"7526-BEZQB","Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.05,1148.1
"9692-TUSXH","Female",0,"No","No",18,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.05,1740.7
"9114-VEPUF","Male",0,"Yes","No",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","Electronic check",96.1,6001.45
"9544-PYPSJ","Female",1,"Yes","Yes",62,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",96.1,6019.35
"7548-SEPYI","Female",0,"No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.25,512.45
"9508-ILZDG","Female",1,"No","No",34,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",96.35,3190.25
"8245-UMPYT","Female",1,"No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.4,1581.2
"7826-VVKWT","Female",1,"Yes","Yes",24,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",96.55,2263.45
"9057-SIHCH","Female",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.6,291.9
"7813-ZGGAW","Male",1,"No","No",31,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",96.6,2877.95
"8844-TONUD","Male",0,"Yes","Yes",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check",96.65,1162.85
"9809-IMGCQ","Male",1,"No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.7,2082.95
"8547-NSBBO","Male",0,"No","No",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",96.75,3403.4
"9909-IDLEK","Male",0,"Yes","Yes",20,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","No","Mailed check",96.8,1826.7
"9961-JBNMK","Male",1,"No","No",21,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",96.8,2030.3
"9290-SHCMB","Female",1,"No","No",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.85,1235.55
"9833-TGFHX","Male",0,"Yes","Yes",42,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","No","Electronic check",97.1,4016.75
"9933-QRGTX","Female",0,"Yes","No",60,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",97.2,5611.75
"9715-WZCLW","Male",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Electronic check",97.2,6910.3
"7969-AULMZ","Female",0,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.35,2119.5
"9445-SZLCH","Female",0,"Yes","Yes",36,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",97.35,3457.9
"8152-VETUR","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","Yes","Credit card (automatic)",97.7,6869.7
"8276-MQBYC","Male",1,"No","No",51,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.8,4913.3
"8168-UQWWF","Female",0,"No","No",11,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",97.85,1105.4
"7295-JOMMD","Female",0,"No","Yes",4,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.1,396.3
"9734-YWGEX","Female",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",98.3,923.5
"9770-KXGQU","Female",0,"No","No",53,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","No","Mailed check",98.6,5311.85
"8949-JTMAY","Female",0,"No","No",29,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.6,2933.2
"9254-RBFON","Female",0,"Yes","Yes",17,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",98.6,1704.95
"9571-EDEBV","Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",98.65,6962.85
"7730-CLDSV","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",98.65,7129.45
"7938-OUHIO","Male",0,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,293.65
"9172-ANCRX","Female",0,"No","No",10,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,973.25
"9133-AYJZG","Female",0,"No","No",23,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.7,2249.1
"7856-GANIL","Male",1,"Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",98.7,4525.8
"7079-QRCBC","Female",0,"No","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.75,2407.3
"9402-CXWPL","Female",0,"No","No",70,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Electronic check",98.9,6838.6
"7028-DVOIQ","Male",1,"No","No",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.05,3395.8
"9420-LOJKX","Female",0,"No","No",15,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.1,1426.4
"8065-BVEPF","Male",1,"No","No",65,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.1,6496.15
"9974-JFBHQ","Male",0,"No","Yes",64,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.15,6171.2
"9570-KYEUA","Male",0,"No","No",64,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",99.25,6549.45
"8929-KSWIH","Male",0,"No","No",25,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",99.3,2513.5
"7780-OTDSO","Male",0,"Yes","No",18,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.4,1742.95
"9732-EQMWY","Female",0,"Yes","No",49,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",99.4,5025
"7103-IPXPJ","Male",0,"Yes","No",50,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","No","Electronic check",99.4,5059.75
"7005-CYUIL","Female",1,"Yes","No",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Electronic check",99.4,7168.25
"7450-NWRTR","Male",1,"No","No",12,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.45,1200.15
"8019-ENHXU","Male",0,"Yes","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",99.45,4138.05
"7954-MLBUN","Male",0,"No","No",31,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",99.45,3109.9
"9938-TKDGL","Male",0,"Yes","Yes",68,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",99.55,6668
